sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,c_charge_degree,is_recid,is_violent_recid,type_of_assessment,decile_score.1,score_text,v_type_of_assessment,v_decile_score,v_score_text,start,end,event,two_year_recid
Male,26,25 - 45,African-American,0,3,0,0,0,-1.0,M,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,0,95,0,1
Male,52,Greater than 45,Caucasian,0,2,0,0,8,0.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,39,937,0,0
Male,27,25 - 45,African-American,0,2,0,0,1,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,1,965,0,0
Female,27,25 - 45,Caucasian,0,5,0,0,0,0.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,1,825,0,0
Male,56,Greater than 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,759,0,0
Male,52,Greater than 45,Caucasian,0,9,0,0,16,-4.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,7,14,1,1
Male,37,25 - 45,African-American,0,1,0,0,3,-1.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,367,1,1
Male,45,Greater than 45,African-American,0,1,0,0,0,-6.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,995,0,0
Male,23,Less than 25,African-American,0,2,0,0,1,-39.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,455,0,0
Female,36,25 - 45,Caucasian,0,6,0,0,3,-27.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,0,327,0,1
Female,29,25 - 45,African-American,0,2,0,0,0,-3.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,837,0,0
Male,21,Less than 25,Hispanic,0,3,0,0,0,-5.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,6,Medium,0,272,0,0
Male,20,Less than 25,Other,0,2,2,1,3,-1.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,68,1,1
Male,27,25 - 45,African-American,0,8,1,0,11,-1.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,4,151,0,0
Male,28,25 - 45,African-American,1,8,0,1,11,0.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,447,1,1
Male,38,25 - 45,African-American,0,1,0,0,4,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,739,1,0
Male,30,25 - 45,Other,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,1136,0,0
Female,19,Less than 25,African-American,0,9,0,0,1,-1.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,15,1,1
Female,37,25 - 45,Caucasian,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,932,0,0
Male,34,25 - 45,African-American,0,1,0,0,0,-1.0,M,1,1,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,67,1,1
Male,37,25 - 45,Caucasian,0,8,0,0,7,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,69,112,1,1
Male,21,Less than 25,African-American,0,8,0,1,1,-1.0,F,0,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,780,0,0
Male,21,Less than 25,African-American,0,9,0,0,0,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,6,246,1,1
Female,38,25 - 45,Caucasian,0,4,0,0,3,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,0,645,0,0
Male,47,Greater than 45,African-American,0,4,0,0,1,0.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,1,764,0,0
Male,56,Greater than 45,Caucasian,0,2,0,0,3,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,190,1118,0,0
Male,27,25 - 45,African-American,0,7,0,0,2,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,580,324,0,1
Male,23,Less than 25,African-American,0,8,0,0,0,-1.0,M,0,0,Risk of Recidivism,8,High,Risk of Violence,8,High,0,600,0,0
Male,57,Greater than 45,Caucasian,0,1,0,0,0,-2.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,988,0,0
Male,25,25 - 45,African-American,0,7,1,0,9,-17.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,4,Low,0,792,0,0
Female,23,Less than 25,African-American,0,10,0,0,2,16.0,F,1,1,Risk of Recidivism,10,High,Risk of Violence,9,High,0,16,0,1
Male,32,25 - 45,African-American,0,10,0,0,8,0.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,5,Medium,2,57,1,1
Female,36,25 - 45,African-American,0,5,0,0,2,-2.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,896,0,0
Male,41,25 - 45,African-American,0,5,0,0,5,-1.0,M,0,0,Risk of Recidivism,5,Medium,Risk of Violence,6,Medium,0,784,0,0
Male,31,25 - 45,Hispanic,0,3,0,0,2,-69.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,1059,0,0
Female,39,25 - 45,Other,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1043,0,0
Male,21,Less than 25,African-American,0,6,0,0,1,-1.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,1,68,0,1
Male,43,25 - 45,Caucasian,0,4,0,0,8,35.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,35,1,1
Male,31,25 - 45,African-American,0,4,0,0,2,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,1,356,0,0
Male,37,25 - 45,Caucasian,0,1,0,0,0,-2.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,1152,0,0
Male,27,25 - 45,African-American,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,1,1149,0,0
Male,22,Less than 25,African-American,0,4,0,0,2,-22.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,550,1,1
Male,59,Greater than 45,Caucasian,0,1,0,0,2,-19.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,861,0,0
Female,33,25 - 45,African-American,0,9,0,0,0,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,28,233,0,1
Male,39,25 - 45,Caucasian,0,10,0,0,21,-216.0,F,0,0,Risk of Recidivism,10,High,Risk of Violence,10,High,0,583,0,0
Female,43,25 - 45,African-American,0,3,0,0,2,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,1,173,0,0
Male,25,25 - 45,Caucasian,0,4,0,0,5,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,5,Medium,101,165,0,1
Male,36,25 - 45,African-American,3,10,0,2,19,90.0,M,1,0,Risk of Recidivism,10,High,Risk of Violence,6,Medium,0,89,1,1
Male,23,Less than 25,African-American,0,5,0,0,3,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,3,136,1,1
Female,43,25 - 45,Caucasian,0,2,0,0,3,9.0,M,1,1,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,9,1,1
Male,56,Greater than 45,Caucasian,0,1,0,0,9,-24.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,103,1,1
Female,20,Less than 25,African-American,0,8,0,0,1,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,3,303,1,1
Male,50,Greater than 45,African-American,0,5,0,0,2,-28.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,1,Low,0,113,0,1
Male,24,Less than 25,Other,0,8,0,0,2,-49.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,0,290,1,1
Female,54,Greater than 45,Caucasian,0,2,0,0,1,-4.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,1065,0,0
Male,20,Less than 25,African-American,0,10,0,0,1,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,8,High,1,90,0,1
Male,36,25 - 45,Other,0,4,0,0,3,-1.0,M,1,1,Risk of Recidivism,4,Low,Risk of Violence,3,Low,45,215,1,1
Female,36,25 - 45,African-American,0,6,0,0,3,0.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,11,1,1
Male,56,Greater than 45,African-American,0,4,0,0,0,-1.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,1,1063,0,0
Male,25,25 - 45,African-American,0,9,0,0,28,-55.0,M,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,5,1,1
Male,25,25 - 45,African-American,1,9,0,0,2,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,7,Medium,0,498,0,0
Female,42,25 - 45,Caucasian,0,3,0,0,1,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,20,150,1,1
Male,48,Greater than 45,African-American,0,6,0,0,4,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,0,494,0,0
Male,34,25 - 45,African-American,1,10,0,0,21,-1.0,M,1,1,Risk of Recidivism,10,High,Risk of Violence,10,High,5,104,1,1
Male,28,25 - 45,Caucasian,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,1083,0,0
Male,32,25 - 45,Caucasian,0,3,0,0,1,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,605,0,0
Female,31,25 - 45,Caucasian,0,1,0,0,2,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,752,0,0
Female,24,Less than 25,African-American,0,9,0,0,4,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,5,24,1,1
Female,25,25 - 45,Caucasian,0,4,0,0,0,0.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,238,1,1
Female,32,25 - 45,Caucasian,0,2,0,1,4,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,806,0,0
Male,37,25 - 45,African-American,0,9,0,0,20,0.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,5,Medium,0,165,1,1
Male,24,Less than 25,African-American,0,3,0,0,1,-1.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,1,2,1,1
Male,48,Greater than 45,African-American,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,748,0,0
Male,25,25 - 45,African-American,1,9,2,0,9,43.0,F,1,1,Risk of Recidivism,9,High,Risk of Violence,9,High,0,43,1,1
Male,35,25 - 45,African-American,0,2,0,0,1,0.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,837,0,0
Male,21,Less than 25,African-American,0,4,0,0,1,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,53,1,1
Female,21,Less than 25,African-American,0,10,0,0,0,-1.0,F,1,0,Risk of Recidivism,10,High,Risk of Violence,9,High,32,160,0,1
Female,27,25 - 45,Caucasian,0,2,0,0,0,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,119,1,1
Male,22,Less than 25,African-American,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,4,Low,0,737,0,0
Male,28,25 - 45,African-American,0,5,0,0,4,0.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,5,Medium,0,558,0,0
Male,26,25 - 45,African-American,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,1058,0,0
Male,23,Less than 25,Other,0,2,0,0,0,-1.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,3,Low,0,21,1,1
Male,34,25 - 45,Caucasian,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,1086,0,0
Male,22,Less than 25,African-American,0,9,0,0,3,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,9,High,33,726,0,0
Male,30,25 - 45,Other,0,5,0,0,5,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,61,177,1,1
Male,44,25 - 45,Caucasian,0,2,0,0,5,0.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,7,760,0,0
Male,57,Greater than 45,Caucasian,0,2,0,0,1,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,16,858,0,0
Male,22,Less than 25,African-American,0,8,0,1,0,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,9,High,4,50,1,1
Male,24,Less than 25,African-American,0,8,0,0,7,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,7,Medium,67,227,0,1
Male,20,Less than 25,Caucasian,0,4,0,0,0,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,7,Medium,0,959,0,0
Male,35,25 - 45,Caucasian,0,9,0,0,2,-50.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,5,Medium,0,71,0,0
Male,53,Greater than 45,Hispanic,0,1,0,0,1,-8.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,102,0,1
Male,60,Greater than 45,African-American,0,3,0,0,13,-13.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,1037,0,0
Female,22,Less than 25,African-American,0,5,0,0,2,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,7,Medium,0,770,0,0
Male,43,25 - 45,Hispanic,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1117,0,0
Male,72,Greater than 45,Caucasian,0,4,0,0,7,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,0,921,0,0
Male,33,25 - 45,African-American,0,5,0,0,3,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,2,Low,3,17,1,1
Male,24,Less than 25,African-American,0,4,0,0,1,-1.0,F,1,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,282,1,1
Male,60,Greater than 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,217,880,0,0
Male,24,Less than 25,Caucasian,0,5,0,0,3,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,6,417,1,1
Male,30,25 - 45,African-American,0,4,0,0,1,-5.0,M,0,0,Risk of Recidivism,4,Low,Risk of Violence,6,Medium,0,1017,0,0
Female,43,25 - 45,Caucasian,0,6,0,0,0,-1.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,1,Low,29,880,0,0
Male,48,Greater than 45,Hispanic,0,1,0,0,1,-8.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1131,0,0
Male,54,Greater than 45,Other,0,1,0,0,0,0.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1145,0,0
Male,45,Greater than 45,African-American,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,950,0,0
Male,36,25 - 45,Other,0,4,0,0,0,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,3,1109,0,0
Male,31,25 - 45,Caucasian,0,1,0,0,1,0.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,922,1,0
Male,40,25 - 45,African-American,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,1072,0,0
Male,50,Greater than 45,Caucasian,0,1,0,0,1,-4.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,823,0,0
Female,26,25 - 45,Other,0,6,0,0,1,-24.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,0,870,0,0
Male,41,25 - 45,African-American,0,4,0,0,7,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,1,940,0,0
Male,34,25 - 45,Caucasian,0,6,0,1,5,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,5,Medium,0,35,1,1
Female,28,25 - 45,Caucasian,0,6,0,0,0,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,1,88,0,0
Male,30,25 - 45,African-American,0,1,0,0,1,-48.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,0,807,0,0
Male,23,Less than 25,Caucasian,0,9,0,2,2,0.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,9,High,0,292,1,1
Female,37,25 - 45,Hispanic,0,1,0,0,0,-2.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,292,1,1
Male,35,25 - 45,Hispanic,0,2,0,0,5,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,0,1178,0,0
Male,21,Less than 25,Caucasian,0,6,0,1,1,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,48,376,1,1
Male,45,Greater than 45,African-American,0,9,0,0,1,-70.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,779,0,0
Female,22,Less than 25,African-American,0,8,1,0,2,-1.0,M,1,0,Risk of Recidivism,8,High,Risk of Violence,8,High,34,48,1,1
Male,29,25 - 45,African-American,0,8,0,0,6,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,4,Low,35,39,1,1
Female,30,25 - 45,African-American,0,2,0,0,0,-2.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,879,0,0
Male,45,Greater than 45,Caucasian,0,3,0,0,3,-1.0,M,1,1,Risk of Recidivism,3,Low,Risk of Violence,2,Low,92,186,1,1
Female,24,Less than 25,African-American,0,4,0,0,2,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,536,0,0
Male,31,25 - 45,Caucasian,0,8,0,0,4,0.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,8,High,29,64,0,1
Male,56,Greater than 45,Caucasian,0,1,0,0,0,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,863,0,0
Female,44,25 - 45,Hispanic,0,3,0,0,4,-85.0,F,1,0,Risk of Recidivism,3,Low,Risk of Violence,1,Low,0,35,1,1
Male,24,Less than 25,African-American,0,10,4,0,14,-1.0,F,1,1,Risk of Recidivism,10,High,Risk of Violence,10,High,179,408,1,1
Male,38,25 - 45,African-American,0,6,0,0,11,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,17,972,0,0
Male,51,Greater than 45,African-American,0,9,0,0,22,-1.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,2,Low,34,272,1,1
Male,22,Less than 25,Caucasian,0,3,0,0,0,-1.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,5,Medium,0,1086,0,0
Male,28,25 - 45,African-American,0,8,0,0,5,-1.0,M,0,0,Risk of Recidivism,8,High,Risk of Violence,6,Medium,0,903,0,0
Male,47,Greater than 45,African-American,0,8,0,1,19,-1.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,3,Low,211,503,1,1
Male,51,Greater than 45,African-American,0,4,0,0,0,-1.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,29,73,1,1
Male,25,25 - 45,Caucasian,0,3,0,0,1,0.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,4,Low,42,60,0,0
Male,53,Greater than 45,Hispanic,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,68,0,0
Male,30,25 - 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,1,885,0,0
Male,33,25 - 45,Caucasian,0,6,0,0,0,0.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,3,Low,0,329,1,1
Male,35,25 - 45,African-American,0,4,0,0,5,-1.0,F,1,1,Risk of Recidivism,4,Low,Risk of Violence,3,Low,224,481,1,1
Female,33,25 - 45,African-American,0,2,0,0,0,-1.0,F,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,1,826,0,0
Male,59,Greater than 45,Other,0,1,0,0,1,-25.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,918,0,0
Female,33,25 - 45,Caucasian,0,7,0,0,1,-1.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,84,931,0,0
Male,27,25 - 45,African-American,0,7,0,0,2,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,7,Medium,131,712,1,1
Female,29,25 - 45,African-American,0,7,0,0,9,-1.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,5,Medium,14,465,1,1
Male,26,25 - 45,Native American,0,8,0,0,11,64.0,F,1,1,Risk of Recidivism,8,High,Risk of Violence,5,Medium,0,64,0,1
Male,24,Less than 25,African-American,0,10,0,3,3,-1.0,F,1,1,Risk of Recidivism,10,High,Risk of Violence,9,High,43,272,1,1
Male,43,25 - 45,African-American,0,9,0,0,5,-1.0,F,0,0,Risk of Recidivism,9,High,Risk of Violence,5,Medium,0,1094,0,0
Male,37,25 - 45,African-American,0,7,0,0,11,-1.0,M,1,1,Risk of Recidivism,7,Medium,Risk of Violence,3,Low,0,110,0,1
Male,53,Greater than 45,African-American,0,7,0,0,13,-1.0,F,0,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,90,1093,0,0
Male,43,25 - 45,African-American,0,1,0,0,4,-39.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,1045,1,0
Male,26,25 - 45,African-American,0,8,0,0,4,0.0,F,1,0,Risk of Recidivism,8,High,Risk of Violence,5,Medium,1,139,1,1
Female,30,25 - 45,Caucasian,0,3,0,0,1,-27.0,M,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,934,0,0
Male,27,25 - 45,African-American,0,7,0,0,6,0.0,F,1,0,Risk of Recidivism,7,Medium,Risk of Violence,6,Medium,2,30,0,1
Male,39,25 - 45,Caucasian,0,5,0,0,9,-1.0,F,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,90,1,1
Male,37,25 - 45,Caucasian,0,4,0,0,4,0.0,M,1,1,Risk of Recidivism,4,Low,Risk of Violence,3,Low,0,211,1,1
Male,22,Less than 25,Caucasian,0,10,0,0,3,0.0,M,1,0,Risk of Recidivism,10,High,Risk of Violence,6,Medium,11,223,0,1
Male,25,25 - 45,Caucasian,0,6,0,0,0,-1.0,F,0,0,Risk of Recidivism,6,Medium,Risk of Violence,4,Low,1,902,0,0
Male,26,25 - 45,Hispanic,0,5,0,0,1,0.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,1,945,0,0
Female,28,25 - 45,Caucasian,0,6,0,0,0,-2.0,M,0,0,Risk of Recidivism,6,Medium,Risk of Violence,2,Low,0,1159,0,0
Male,25,25 - 45,African-American,0,5,0,0,0,-1.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,1,213,1,1
Male,58,Greater than 45,Caucasian,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,388,0,0
Female,29,25 - 45,Caucasian,0,5,0,0,1,-2.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,7,0,1
Male,33,25 - 45,African-American,0,5,0,0,8,0.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,3,819,0,0
Male,38,25 - 45,African-American,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,803,0,0
Male,38,25 - 45,Caucasian,0,3,0,0,2,-21.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,814,0,0
Male,59,Greater than 45,African-American,0,6,0,0,22,-1.0,F,1,0,Risk of Recidivism,6,Medium,Risk of Violence,6,Medium,68,84,0,1
Male,29,25 - 45,Other,0,5,0,0,4,-1.0,M,1,0,Risk of Recidivism,5,Medium,Risk of Violence,4,Low,0,202,1,1
Male,53,Greater than 45,Caucasian,0,2,0,0,0,-1.0,M,1,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,3,264,1,1
Male,33,25 - 45,African-American,0,8,0,0,2,-1.0,F,1,1,Risk of Recidivism,8,High,Risk of Violence,7,Medium,0,241,0,1
Male,58,Greater than 45,Caucasian,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,802,0,0
Male,25,25 - 45,African-American,0,9,0,2,11,126.0,F,1,0,Risk of Recidivism,9,High,Risk of Violence,8,High,0,126,1,1
Male,53,Greater than 45,Caucasian,0,4,0,0,2,-1.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,2,Low,40,1085,0,0
Male,32,25 - 45,Caucasian,0,6,0,0,0,-1.0,M,1,0,Risk of Recidivism,6,Medium,Risk of Violence,8,High,17,284,1,1
Male,35,25 - 45,African-American,0,8,0,0,6,-1.0,F,1,1,Risk of Recidivism,8,High,Risk of Violence,6,Medium,10,24,1,1
Male,39,25 - 45,Caucasian,0,1,0,0,1,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,914,0,0
Male,36,25 - 45,Hispanic,0,9,0,0,1,-14.0,M,0,0,Risk of Recidivism,9,High,Risk of Violence,4,Low,0,1134,0,0
Female,42,25 - 45,Caucasian,0,4,0,0,5,-1.0,M,1,0,Risk of Recidivism,4,Low,Risk of Violence,1,Low,5,631,1,1
Male,37,25 - 45,African-American,0,2,0,0,0,-1.0,M,0,0,Risk of Recidivism,2,Low,Risk of Violence,2,Low,0,1126,0,0
Male,39,25 - 45,Caucasian,0,1,0,0,0,-1.0,F,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,2,1054,0,0
Female,52,Greater than 45,Caucasian,0,1,0,0,3,-25.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,857,0,0
Male,60,Greater than 45,Other,0,1,0,0,1,-1.0,M,0,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,768,0,0
Male,37,25 - 45,Hispanic,0,1,0,0,2,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,850,1,0
Male,42,25 - 45,Caucasian,0,1,0,0,4,-1.0,F,1,0,Risk of Recidivism,1,Low,Risk of Violence,2,Low,17,231,1,1
Male,23,Less than 25,African-American,0,6,0,0,6,0.0,F,1,1,Risk of Recidivism,6,Medium,Risk of Violence,7,Medium,1,62,1,1
Female,42,25 - 45,African-American,0,1,0,0,0,-1.0,M,1,0,Risk of Recidivism,1,Low,Risk of Violence,1,Low,0,180,1,1
Female,28,25 - 45,Caucasian,0,3,0,0,2,-36.0,F,0,0,Risk of Recidivism,3,Low,Risk of Violence,2,Low,0,899,0,0
Male,28,25 - 45,African-American,0,4,0,0,5,0.0,F,0,0,Risk of Recidivism,4,Low,Risk of Violence,4,Low,0,968,0,0
Male,38,25 - 45,Caucasian,0,5,0,0,12,-1.0,F,0,0,Risk of Recidivism,5,Medium,Risk of Violence,3,Low,0,1064,0,0
Female,43,25 - 45,African-American,0,2,0,0,2,-1.0,F,1,0,Risk of Recidivism,2,Low,Risk of Violence,1,Low,1,24,1,1
