decile1b,decile3,decile1,cluster,lsat,ugpa,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,parttime,tier,gender
b'03',b'04',b'03',3.0,36.0,3.4,-0.63,69.0,-0.47,1.0,4.0,-62.0,0.0,3.0,b'female'
b'10',b'10',b'10',1.0,48.0,3.1,1.99,69.0,2.42,1.0,4.0,-62.0,0.0,4.0,b'female'
b'03',b'06',b'03',3.0,42.0,3.0,-0.67,68.0,0.1,1.0,3.0,-61.0,0.0,3.0,b'female'
b'09',b'07',b'09',2.0,32.0,3.0,1.04,69.0,0.42,1.0,5.0,-62.0,0.0,2.0,b'female'
b'09',b'06',b'09',1.0,37.0,2.2,1.0,63.0,0.11,1.0,4.0,-61.0,0.0,4.0,b'male'
b'03',b'03',b'04',3.0,39.0,3.4,-0.47,68.0,-0.77,1.0,3.0,-61.0,0.0,3.0,b'female'
b'10',b'10',b'10',3.0,35.0,3.9,2.08,53.0,2.09,1.0,3.0,-46.0,0.0,3.0,b'female'
b'02',b'02',b'02',5.0,30.5,3.7,-0.91,67.0,-1.05,1.0,2.0,-60.0,0.0,6.0,b'female'
b'06',b'07',b'06',3.0,36.0,3.4,0.2,69.0,0.43,1.0,4.0,-62.0,0.0,3.0,b'female'
b'03',b'03',b'04',3.0,34.0,3.3,-0.46,66.0,-0.61,1.0,3.0,-59.0,0.0,3.0,b'female'
b'01',b'02',b'01',1.0,43.0,3.4,-1.33,67.0,-1.0,1.0,3.0,-60.0,0.0,4.0,b'male'
b'03',b'04',b'03',3.0,32.0,2.8,-0.58,68.0,-0.49,1.0,4.0,-61.0,0.0,3.0,b'male'
b'08',b'07',b'08',1.0,43.0,3.4,0.71,68.0,0.51,1.0,3.0,-61.0,0.0,4.0,b'female'
b'10',b'10',b'10',2.0,41.0,3.3,2.39,69.0,2.01,1.0,4.0,-62.0,0.0,2.0,b'female'
b'08',b'08',b'08',3.0,37.0,3.3,0.73,69.0,0.67,1.0,3.0,-62.0,0.0,3.0,b'male'
b'06',b'05',b'06',4.0,41.0,2.8,0.25,64.0,-0.08,1.0,4.0,-57.0,0.0,5.0,b'male'
b'09',b'10',b'09',4.0,37.0,3.7,1.04,49.0,1.79,1.0,5.0,-42.0,0.0,5.0,b'female'
b'01',b'03',b'02',3.0,34.5,2.5,-1.3,69.0,-0.73,1.0,4.0,-62.0,0.0,3.0,b'female'
b'08',b'07',b'08',1.0,40.0,3.8,0.75,68.0,0.41,1.0,3.0,-61.0,0.0,4.0,b'female'
b'10',b'10',b'10',3.0,44.0,2.6,1.96,65.0,2.31,2.0,4.0,-58.0,1.0,3.0,b'female'
b'03',b'04',b'03',1.0,37.0,3.9,-0.72,66.0,-0.42,1.0,3.0,-59.0,0.0,4.0,b'male'
b'05',b'07',b'05',4.0,32.0,3.6,-0.03,68.0,0.38,1.0,5.0,-61.0,0.0,5.0,b'female'
b'06',b'04',b'07',3.0,37.0,3.5,0.26,56.0,-0.45,2.0,3.0,-49.0,1.0,3.0,b'female'
b'05',b'04',b'05',1.0,36.0,3.4,-0.16,56.0,-0.47,1.0,4.0,-49.0,0.0,4.0,b'male'
b'09',b'09',b'09',1.0,44.0,3.9,0.97,68.0,1.03,1.0,2.0,-61.0,0.0,4.0,b'female'
b'02',b'01',b'02',1.0,41.0,3.7,-1.0,69.0,-2.03,1.0,2.0,-67.0,0.0,4.0,b'male'
b'03',b'03',b'03',3.0,29.0,2.9,-0.64,67.0,-0.71,1.0,4.0,-60.0,0.0,3.0,b'male'
b'09',b'10',b'09',5.0,45.0,3.5,1.31,65.0,1.27,1.0,5.0,-58.0,0.0,6.0,b'male'
b'06',b'08',b'07',3.0,37.0,3.4,0.27,68.0,0.64,1.0,4.0,-61.0,0.0,3.0,b'male'
b'03',b'03',b'03',3.0,38.0,3.3,-0.65,57.0,-0.8,2.0,4.0,-50.0,1.0,3.0,b'female'
b'07',b'07',b'07',3.0,29.0,3.6,0.44,69.0,0.44,1.0,3.0,-62.0,0.0,3.0,b'female'
b'09',b'10',b'10',4.0,34.0,3.6,1.28,69.0,1.55,1.0,4.0,-62.0,0.0,5.0,b'male'
b'01',b'02',b'02',2.0,34.0,2.7,-1.11,68.0,-1.02,1.0,4.0,-61.0,0.0,2.0,b'male'
b'03',b'03',b'03',3.0,33.0,3.1,-0.52,67.0,-0.58,2.0,4.0,-60.0,1.0,3.0,b'male'
b'01',b'01',b'01',1.0,25.0,2.8,-2.22,68.0,-2.17,1.0,4.0,-61.0,0.0,4.0,b'female'
b'06',b'06',b'06',1.0,41.0,3.1,0.12,68.0,0.15,1.0,4.0,-61.0,0.0,4.0,b'female'
b'01',b'01',b'01',4.0,27.0,3.2,-2.01,69.0,-2.16,1.0,3.0,-67.0,0.0,5.0,b'female'
b'10',b'10',b'10',1.0,39.0,4.0,1.59,69.0,1.62,1.0,4.0,-62.0,0.0,4.0,b'male'
b'09',b'10',b'09',4.0,35.0,3.4,1.12,60.0,1.39,1.0,3.0,-53.0,0.0,5.0,b'male'
b'05',b'05',b'06',1.0,41.0,3.6,0.05,69.0,-0.11,1.0,2.0,-62.0,0.0,4.0,b'female'
b'09',b'10',b'09',4.0,32.0,3.7,1.25,55.0,1.43,1.0,3.0,-48.0,0.0,5.0,b'female'
b'10',b'10',b'10',3.0,37.0,3.7,1.4,69.0,1.44,1.0,4.0,-62.0,0.0,3.0,b'female'
b'03',b'02',b'04',3.0,34.0,3.2,-0.48,69.0,-1.19,1.0,3.0,-62.0,0.0,3.0,b'male'
b'06',b'07',b'07',3.0,38.0,3.0,0.28,64.0,0.44,1.0,5.0,-57.0,0.0,3.0,b'female'
b'10',b'10',b'10',3.0,45.0,3.4,1.88,56.0,2.17,1.0,4.0,-49.0,0.0,3.0,b'male'
b'06',b'08',b'06',4.0,43.0,3.7,0.21,69.0,0.85,1.0,4.0,-62.0,0.0,5.0,b'male'
b'01',b'01',b'01',1.0,29.0,2.8,-1.56,56.0,-1.53,1.0,2.0,-49.0,0.0,4.0,b'female'
b'05',b'04',b'05',3.0,39.0,3.3,-0.11,69.0,-0.3,1.0,4.0,-62.0,0.0,3.0,b'female'
b'08',b'06',b'08',3.0,37.0,3.5,0.78,61.0,0.17,1.0,4.0,-54.0,0.0,3.0,b'female'
b'02',b'03',b'02',3.0,40.0,3.7,-1.06,54.0,-0.82,2.0,3.0,-47.0,1.0,3.0,b'male'
b'10',b'10',b'10',3.0,40.0,2.6,1.46,68.0,1.65,1.0,4.0,-66.0,0.0,3.0,b'female'
b'08',b'07',b'08',1.0,28.0,3.9,0.81,64.0,0.43,1.0,1.0,-57.0,0.0,4.0,b'male'
b'10',b'09',b'10',1.0,35.0,3.5,1.36,69.0,1.21,1.0,3.0,-62.0,0.0,4.0,b'male'
b'04',b'04',b'04',4.0,46.0,3.5,-0.39,68.0,-0.44,1.0,4.0,-61.0,0.0,5.0,b'male'
b'03',b'09',b'03',5.0,44.0,3.6,-0.58,67.0,0.84,1.0,4.0,-60.0,0.0,6.0,b'female'
b'05',b'03',b'05',2.0,40.0,2.6,-0.17,56.0,-0.64,1.0,4.0,-49.0,0.0,2.0,b'male'
b'07',b'07',b'07',2.0,33.5,3.2,0.44,69.0,0.49,1.0,4.0,-62.0,0.0,2.0,b'male'
b'03',b'04',b'03',4.0,34.5,3.0,-0.55,69.0,-0.48,1.0,4.0,-62.0,0.0,5.0,b'female'
b'07',b'05',b'07',3.0,40.0,3.7,0.39,69.0,-0.15,1.0,4.0,-62.0,0.0,3.0,b'female'
b'06',b'09',b'06',5.0,37.0,3.6,0.3,65.0,1.06,1.0,4.0,-58.0,0.0,6.0,b'female'
b'10',b'10',b'10',3.0,38.0,3.2,1.34,66.0,1.8,1.0,4.0,-59.0,0.0,3.0,b'male'
b'07',b'08',b'08',1.0,41.0,3.4,0.59,60.0,0.63,1.0,3.0,-53.0,0.0,4.0,b'male'
b'10',b'10',b'10',1.0,38.0,3.5,1.48,70.0,1.76,1.0,3.0,-63.0,0.0,4.0,b'female'
b'06',b'05',b'06',3.0,36.0,2.9,0.19,69.0,-0.1,1.0,3.0,-62.0,0.0,3.0,b'female'
b'08',b'06',b'08',4.0,47.0,3.7,0.8,68.0,0.24,1.0,3.0,-61.0,0.0,5.0,b'female'
b'01',b'02',b'02',3.0,36.0,3.8,-1.23,69.0,-1.04,1.0,4.0,-62.0,0.0,3.0,b'male'
b'10',b'10',b'10',1.0,43.0,3.9,1.5,63.0,1.62,1.0,4.0,-56.0,0.0,4.0,b'male'
b'09',b'10',b'09',3.0,39.0,2.7,1.16,64.0,1.34,1.0,4.0,-57.0,0.0,3.0,b'male'
b'03',b'03',b'03',1.0,43.0,2.9,-0.65,63.0,-0.74,1.0,3.0,-61.0,0.0,4.0,b'female'
b'06',b'03',b'07',3.0,30.0,2.5,0.3,69.0,-0.82,1.0,5.0,-62.0,0.0,3.0,b'male'
b'01',b'02',b'01',3.0,27.0,3.5,-1.4,67.0,-1.06,1.0,4.0,-60.0,0.0,3.0,b'female'
b'08',b'08',b'08',1.0,35.0,3.5,0.75,68.0,0.77,1.0,4.0,-61.0,0.0,4.0,b'male'
b'05',b'04',b'05',3.0,34.0,3.0,-0.15,67.0,-0.4,1.0,4.0,-60.0,0.0,3.0,b'male'
b'10',b'10',b'10',3.0,37.0,2.7,1.49,69.0,1.85,1.0,4.0,-62.0,0.0,3.0,b'female'
b'10',b'10',b'10',3.0,36.0,3.1,1.7,69.0,1.37,1.0,2.0,-62.0,0.0,3.0,b'male'
b'04',b'05',b'04',1.0,35.0,3.1,-0.37,63.0,-0.07,1.0,2.0,-56.0,0.0,4.0,b'female'
b'10',b'09',b'10',3.0,36.0,2.9,1.34,67.0,1.16,1.0,4.0,-60.0,0.0,3.0,b'female'
b'10',b'10',b'10',3.0,38.0,3.7,1.66,69.0,1.82,1.0,3.0,-62.0,0.0,3.0,b'female'
b'06',b'04',b'06',3.0,38.0,3.2,0.08,69.0,-0.48,1.0,4.0,-62.0,0.0,3.0,b'male'
b'03',b'04',b'03',1.0,37.0,3.3,-0.73,67.0,-0.53,1.0,2.0,-60.0,0.0,4.0,b'male'
b'02',b'02',b'02',4.0,32.0,3.3,-0.91,65.0,-0.87,1.0,1.0,-58.0,0.0,5.0,b'male'
b'03',b'04',b'04',3.0,40.0,2.8,-0.46,58.0,-0.54,1.0,3.0,-51.0,0.0,3.0,b'male'
b'01',b'01',b'01',3.0,22.0,3.8,-1.31,64.0,-2.39,1.0,2.0,-62.0,0.0,3.0,b'female'
b'09',b'07',b'09',4.0,40.0,3.6,1.08,68.0,0.41,1.0,4.0,-61.0,0.0,5.0,b'female'
b'04',b'05',b'05',5.0,37.0,3.9,-0.17,51.0,-0.08,1.0,4.0,-44.0,0.0,6.0,b'female'
b'05',b'04',b'05',1.0,34.0,3.3,-0.08,68.0,-0.48,1.0,2.0,-61.0,0.0,4.0,b'male'
b'07',b'06',b'07',3.0,39.0,3.1,0.44,63.0,0.21,1.0,2.0,-56.0,0.0,3.0,b'female'
b'10',b'10',b'10',3.0,37.0,2.6,1.4,66.0,1.65,1.0,3.0,-59.0,0.0,3.0,b'male'
b'08',b'07',b'08',3.0,33.5,3.7,0.71,68.0,0.48,1.0,3.0,-61.0,0.0,3.0,b'female'
b'03',b'05',b'03',5.0,46.0,3.8,-0.73,71.0,-0.15,1.0,2.0,-64.0,0.0,6.0,b'female'
b'06',b'04',b'06',3.0,44.0,2.7,0.22,68.0,-0.31,1.0,4.0,-61.0,0.0,3.0,b'male'
b'10',b'10',b'10',3.0,39.0,3.6,1.9,68.0,2.41,1.0,4.0,-61.0,0.0,3.0,b'female'
b'09',b'10',b'09',5.0,40.0,3.6,1.43,68.0,1.31,1.0,4.0,-61.0,0.0,6.0,b'male'
b'05',b'05',b'06',3.0,35.0,2.9,0.0,68.0,-0.02,1.0,4.0,-61.0,0.0,3.0,b'male'
b'07',b'06',b'07',1.0,44.0,3.5,0.35,66.0,0.28,1.0,3.0,-59.0,0.0,4.0,b'male'
b'03',b'05',b'03',2.0,35.0,2.7,-0.58,68.0,-0.1,1.0,3.0,-61.0,0.0,2.0,b'male'
b'06',b'06',b'06',3.0,40.0,2.8,0.2,66.0,0.23,1.0,4.0,-59.0,0.0,3.0,b'male'
b'09',b'09',b'09',1.0,44.0,3.3,1.06,69.0,1.22,1.0,3.0,-62.0,0.0,4.0,b'female'
b'10',b'10',b'10',1.0,43.0,3.6,2.11,62.0,2.09,1.0,4.0,-55.0,0.0,4.0,b'female'
b'10',b'10',b'10',1.0,32.0,3.8,1.62,68.0,2.04,1.0,3.0,-61.0,0.0,4.0,b'male'
b'07',b'08',b'07',5.0,38.0,3.7,0.52,58.0,0.78,1.0,3.0,-51.0,0.0,6.0,b'female'
b'01',b'01',b'01',1.0,41.0,3.5,-1.86,68.0,-2.02,1.0,4.0,-61.0,0.0,4.0,b'male'
b'09',b'05',b'09',4.0,46.0,3.5,0.94,68.0,-0.01,1.0,4.0,-61.0,0.0,5.0,b'female'
b'01',b'04',b'01',3.0,37.0,3.3,-1.46,70.0,-0.47,1.0,4.0,-63.0,0.0,3.0,b'female'
b'07',b'07',b'07',2.0,30.0,3.8,0.49,69.0,0.4,1.0,3.0,-62.0,0.0,2.0,b'male'
b'06',b'08',b'06',5.0,48.0,3.4,0.29,66.0,0.55,1.0,5.0,-59.0,0.0,6.0,b'male'
b'10',b'08',b'10',4.0,31.5,3.5,1.32,65.0,0.72,1.0,3.0,-58.0,0.0,5.0,b'female'
b'03',b'04',b'03',1.0,34.0,3.1,-0.66,62.0,-0.33,1.0,1.0,-55.0,0.0,4.0,b'male'
b'06',b'05',b'06',1.0,48.0,2.8,0.14,69.0,-0.16,1.0,4.0,-67.0,0.0,4.0,b'male'
b'10',b'10',b'10',3.0,37.0,3.4,2.71,68.0,2.21,1.0,3.0,-61.0,0.0,3.0,b'female'
b'05',b'07',b'06',1.0,39.0,3.7,0.09,64.0,0.38,1.0,4.0,-57.0,0.0,4.0,b'female'
b'10',b'10',b'10',3.0,40.0,3.3,1.33,69.0,1.48,1.0,4.0,-62.0,0.0,3.0,b'female'
b'01',b'04',b'01',1.0,29.0,3.6,-1.73,70.0,-0.41,1.0,4.0,-63.0,0.0,4.0,b'female'
b'06',b'08',b'07',1.0,32.0,3.4,0.31,67.0,0.63,1.0,4.0,-60.0,0.0,4.0,b'male'
b'05',b'07',b'05',1.0,39.5,3.2,-0.09,64.0,0.55,1.0,4.0,-57.0,0.0,4.0,b'male'
b'04',b'05',b'04',4.0,33.0,3.0,-0.45,66.0,-0.05,1.0,4.0,-59.0,0.0,5.0,b'female'
b'04',b'04',b'04',3.0,35.0,3.1,-0.26,69.0,-0.42,1.0,5.0,-62.0,0.0,3.0,b'male'
b'02',b'02',b'02',3.0,37.0,2.4,-0.89,64.0,-0.98,1.0,3.0,-57.0,0.0,3.0,b'female'
b'09',b'07',b'09',4.0,34.0,3.7,1.02,58.0,0.52,1.0,3.0,-51.0,0.0,5.0,b'female'
b'07',b'08',b'07',1.0,39.0,3.5,0.46,66.0,0.72,1.0,3.0,-59.0,0.0,4.0,b'male'
b'02',b'04',b'03',1.0,38.0,3.5,-0.79,69.0,-0.52,1.0,3.0,-62.0,0.0,4.0,b'male'
b'07',b'10',b'07',1.0,32.5,3.0,0.51,67.0,1.56,1.0,4.0,-60.0,0.0,4.0,b'male'
b'02',b'02',b'03',3.0,39.0,3.3,-0.81,69.0,-1.02,1.0,4.0,-62.0,0.0,3.0,b'male'
b'02',b'01',b'02',4.0,34.5,3.0,-0.9,69.0,-1.44,1.0,4.0,-62.0,0.0,5.0,b'male'
b'05',b'06',b'06',4.0,41.0,3.6,0.01,56.0,0.14,1.0,4.0,-49.0,0.0,5.0,b'female'
b'07',b'06',b'07',3.0,38.0,3.3,0.37,69.0,0.08,1.0,4.0,-62.0,0.0,3.0,b'female'
b'08',b'08',b'08',1.0,42.0,3.5,0.83,66.0,0.72,1.0,3.0,-59.0,0.0,4.0,b'female'
b'10',b'10',b'10',5.0,44.0,3.2,1.66,69.0,1.3,1.0,4.0,-62.0,0.0,6.0,b'male'
b'04',b'04',b'04',1.0,41.0,3.6,-0.36,68.0,-0.44,1.0,3.0,-61.0,0.0,4.0,b'male'
b'07',b'04',b'07',3.0,31.0,2.8,0.51,62.0,-0.47,1.0,4.0,-55.0,0.0,3.0,b'male'
b'01',b'02',b'01',4.0,36.0,3.7,-1.67,66.0,-1.23,1.0,3.0,-59.0,0.0,5.0,b'male'
b'08',b'06',b'08',4.0,38.0,3.3,0.66,57.0,0.26,2.0,4.0,-55.0,1.0,5.0,b'female'
b'09',b'10',b'09',1.0,31.0,3.6,1.19,69.0,1.35,1.0,3.0,-62.0,0.0,4.0,b'male'
b'05',b'07',b'05',1.0,41.0,3.6,-0.03,66.0,0.49,1.0,3.0,-59.0,0.0,4.0,b'male'
b'05',b'08',b'05',1.0,39.0,3.9,-0.11,69.0,0.69,1.0,4.0,-67.0,0.0,4.0,b'female'
b'04',b'02',b'04',2.0,32.0,2.7,-0.32,46.0,-1.04,1.0,3.0,-44.0,0.0,2.0,b'male'
b'09',b'09',b'09',3.0,42.0,2.9,0.87,67.0,0.91,1.0,4.0,-60.0,0.0,3.0,b'male'
b'04',b'04',b'04',1.0,45.0,2.9,-0.3,70.0,-0.39,1.0,4.0,-63.0,0.0,4.0,b'female'
b'06',b'06',b'07',1.0,44.0,3.2,0.3,68.0,0.12,1.0,4.0,-61.0,0.0,4.0,b'male'
b'02',b'02',b'02',4.0,41.0,3.2,-1.08,68.0,-1.29,1.0,3.0,-61.0,0.0,5.0,b'male'
b'03',b'05',b'03',4.0,39.0,3.4,-0.7,68.0,-0.24,1.0,5.0,-61.0,0.0,5.0,b'male'
b'01',b'02',b'01',5.0,30.0,3.6,-2.16,69.0,-1.25,1.0,2.0,-62.0,0.0,6.0,b'female'
b'10',b'10',b'10',5.0,48.0,3.7,2.18,64.0,2.01,1.0,4.0,-57.0,0.0,6.0,b'male'
b'03',b'02',b'03',2.0,25.0,3.1,-0.68,57.0,-1.14,2.0,2.0,-55.0,1.0,2.0,b'male'
b'07',b'05',b'07',1.0,36.0,3.2,0.39,69.0,-0.21,1.0,3.0,-62.0,0.0,4.0,b'female'
b'02',b'04',b'02',1.0,39.0,3.1,-0.84,69.0,-0.53,1.0,4.0,-62.0,0.0,4.0,b'male'
b'01',b'01',b'01',4.0,41.0,3.5,-2.24,58.0,-1.97,1.0,3.0,-51.0,0.0,5.0,b'male'
b'07',b'04',b'07',1.0,28.0,2.0,0.51,60.0,-0.53,2.0,4.0,-58.0,1.0,4.0,b'female'
b'06',b'07',b'07',1.0,44.0,3.7,0.32,70.0,0.52,1.0,4.0,-63.0,0.0,4.0,b'female'
b'10',b'10',b'10',4.0,44.0,3.4,2.24,65.0,2.47,1.0,4.0,-58.0,0.0,5.0,b'female'
b'07',b'05',b'07',1.0,28.0,3.5,0.44,62.0,0.0,1.0,3.0,-55.0,0.0,4.0,b'female'
b'08',b'09',b'08',1.0,46.0,3.1,0.82,67.0,1.26,1.0,3.0,-60.0,0.0,4.0,b'male'
b'01',b'01',b'01',5.0,32.0,3.5,-1.59,67.0,-1.82,1.0,3.0,-60.0,0.0,6.0,b'female'
b'06',b'07',b'07',1.0,43.0,3.8,0.31,69.0,0.55,1.0,4.0,-67.0,0.0,4.0,b'male'
b'07',b'07',b'07',4.0,44.0,3.4,0.43,67.0,0.27,1.0,3.0,-60.0,0.0,5.0,b'male'
b'05',b'07',b'05',4.0,36.0,2.8,0.0,56.0,0.29,1.0,5.0,-49.0,0.0,5.0,b'male'
b'04',b'06',b'05',3.0,40.0,3.3,-0.24,69.0,0.04,1.0,4.0,-67.0,0.0,3.0,b'female'
b'06',b'06',b'07',3.0,36.5,3.3,0.26,69.0,0.19,1.0,5.0,-67.0,0.0,3.0,b'female'
b'05',b'05',b'05',5.0,37.0,3.3,-0.02,68.0,-0.09,1.0,5.0,-61.0,0.0,6.0,b'female'
b'03',b'04',b'03',1.0,30.0,3.8,-0.65,68.0,-0.47,1.0,2.0,-61.0,0.0,4.0,b'male'
b'08',b'07',b'08',1.0,36.0,3.9,0.86,69.0,0.5,1.0,4.0,-63.0,0.0,4.0,b'female'
b'06',b'06',b'06',2.0,40.0,2.8,0.09,69.0,0.04,1.0,4.0,-62.0,0.0,2.0,b'male'
b'08',b'04',b'08',1.0,37.0,3.0,0.66,68.0,-0.47,1.0,1.0,-61.0,0.0,4.0,b'male'
b'03',b'05',b'03',1.0,38.0,3.3,-0.57,65.0,-0.13,2.0,1.0,-58.0,1.0,4.0,b'female'
b'08',b'09',b'08',3.0,36.0,3.0,0.7,69.0,1.3,1.0,4.0,-62.0,0.0,3.0,b'female'
b'01',b'01',b'01',2.0,29.0,3.2,-1.64,69.0,-1.31,1.0,4.0,-62.0,0.0,2.0,b'male'
b'01',b'01',b'01',1.0,27.0,2.9,-1.95,66.0,-2.1,1.0,2.0,-64.0,0.0,4.0,b'female'
b'10',b'10',b'10',3.0,41.0,3.5,1.88,68.0,1.81,1.0,4.0,-61.0,0.0,3.0,b'female'
b'04',b'04',b'05',1.0,39.0,3.6,-0.2,69.0,-0.36,1.0,3.0,-62.0,0.0,4.0,b'male'
b'04',b'06',b'05',1.0,42.0,3.7,-0.19,69.0,0.04,1.0,4.0,-62.0,0.0,4.0,b'male'
b'09',b'08',b'09',5.0,45.0,3.6,1.2,66.0,0.81,1.0,2.0,-59.0,0.0,6.0,b'male'
b'08',b'07',b'08',3.0,36.0,3.4,0.83,61.0,0.34,1.0,3.0,-54.0,0.0,3.0,b'female'
b'06',b'03',b'06',1.0,34.0,3.1,0.15,57.0,-0.85,1.0,3.0,-50.0,0.0,4.0,b'female'
b'07',b'05',b'07',3.0,35.0,3.0,0.45,68.0,-0.09,1.0,3.0,-61.0,0.0,3.0,b'female'
b'06',b'07',b'06',1.0,38.0,2.6,0.14,56.0,0.46,1.0,3.0,-49.0,0.0,4.0,b'male'
b'02',b'02',b'02',3.0,29.0,2.9,-1.03,67.0,-1.13,1.0,5.0,-60.0,0.0,3.0,b'male'
b'03',b'05',b'03',1.0,41.0,3.6,-0.72,66.0,-0.19,1.0,4.0,-59.0,0.0,4.0,b'male'
b'05',b'06',b'05',3.0,35.0,3.0,-0.07,63.0,0.22,1.0,4.0,-61.0,0.0,3.0,b'female'
b'08',b'08',b'08',4.0,39.0,3.4,0.64,64.0,0.84,1.0,4.0,-57.0,0.0,5.0,b'male'
b'09',b'09',b'10',1.0,39.0,3.3,1.3,69.0,0.88,1.0,4.0,-62.0,0.0,4.0,b'female'
b'03',b'03',b'03',3.0,35.0,3.4,-0.52,58.0,-0.61,1.0,3.0,-56.0,0.0,3.0,b'female'
b'05',b'05',b'05',3.0,38.0,3.0,-0.08,66.0,-0.08,1.0,2.0,-59.0,0.0,3.0,b'male'
b'08',b'08',b'08',1.0,35.0,3.5,0.62,69.0,0.68,1.0,4.0,-62.0,0.0,4.0,b'female'
b'02',b'01',b'02',3.0,26.0,3.6,-0.89,58.0,-2.21,1.0,1.0,-51.0,0.0,3.0,b'female'
b'02',b'01',b'02',1.0,44.0,2.9,-1.13,65.0,-1.83,1.0,4.0,-63.0,0.0,4.0,b'male'
b'06',b'08',b'06',1.0,39.0,3.1,0.11,68.0,0.79,1.0,4.0,-61.0,0.0,4.0,b'female'
b'10',b'10',b'10',2.0,39.0,3.9,1.41,64.0,1.71,1.0,3.0,-57.0,0.0,2.0,b'female'
b'06',b'06',b'06',3.0,33.0,3.1,0.07,69.0,0.22,1.0,4.0,-62.0,0.0,3.0,b'female'
b'02',b'03',b'02',3.0,40.0,3.0,-0.89,69.0,-0.81,1.0,2.0,-62.0,0.0,3.0,b'male'
b'03',b'02',b'03',3.0,33.0,3.4,-0.68,63.0,-1.31,1.0,5.0,-56.0,0.0,3.0,b'male'
b'07',b'07',b'08',3.0,38.0,3.1,0.54,69.0,0.38,1.0,4.0,-62.0,0.0,3.0,b'female'
b'08',b'07',b'08',4.0,36.0,3.6,0.66,59.0,0.29,2.0,3.0,-52.0,1.0,5.0,b'male'
b'09',b'09',b'09',1.0,45.0,4.0,0.93,70.0,0.93,1.0,3.0,-63.0,0.0,4.0,b'male'
b'08',b'10',b'08',1.0,36.5,3.4,0.8,52.0,1.35,1.0,3.0,-45.0,0.0,4.0,b'female'
b'05',b'04',b'05',4.0,29.5,3.7,-0.01,64.0,-0.25,1.0,3.0,-62.0,0.0,5.0,b'male'
b'02',b'03',b'03',3.0,38.0,3.0,-0.75,68.0,-0.88,1.0,4.0,-61.0,0.0,3.0,b'male'
b'05',b'08',b'05',2.0,37.0,3.5,-0.1,69.0,0.56,1.0,3.0,-62.0,0.0,2.0,b'male'
b'01',b'03',b'01',1.0,42.0,3.2,-1.57,63.0,-0.79,1.0,2.0,-56.0,0.0,4.0,b'male'
b'10',b'04',b'09',5.0,40.5,3.9,1.45,61.0,-0.38,1.0,3.0,-54.0,0.0,6.0,b'male'
b'07',b'06',b'07',1.0,37.0,3.0,0.52,65.0,0.29,1.0,3.0,-58.0,0.0,4.0,b'male'
b'10',b'10',b'10',3.0,31.0,2.6,1.73,67.0,1.85,1.0,4.0,-65.0,0.0,3.0,b'male'
b'08',b'09',b'08',1.0,38.0,3.6,0.85,69.0,1.11,1.0,5.0,-62.0,0.0,4.0,b'male'
b'07',b'06',b'08',2.0,29.0,3.5,0.53,67.0,0.19,1.0,4.0,-65.0,0.0,2.0,b'female'
b'04',b'04',b'04',3.0,33.5,3.5,-0.35,69.0,-0.5,1.0,4.0,-62.0,0.0,3.0,b'male'
b'04',b'05',b'04',2.0,28.0,2.4,-0.36,60.0,-0.06,1.0,4.0,-53.0,0.0,2.0,b'male'
b'10',b'10',b'10',1.0,41.0,3.3,1.33,67.0,1.55,1.0,4.0,-60.0,0.0,4.0,b'female'
b'06',b'08',b'06',3.0,34.0,3.6,0.11,68.0,0.75,1.0,4.0,-61.0,0.0,3.0,b'female'
b'02',b'02',b'03',1.0,40.0,3.6,-0.78,69.0,-1.04,1.0,4.0,-62.0,0.0,4.0,b'male'
b'01',b'01',b'01',2.0,33.0,3.4,-1.61,41.0,-1.98,1.0,2.0,-34.0,0.0,2.0,b'female'
b'05',b'03',b'05',3.0,36.0,3.4,-0.11,62.0,-0.57,2.0,4.0,-55.0,1.0,3.0,b'male'
b'04',b'02',b'05',6.0,21.0,2.0,-0.11,64.0,-1.3,1.0,3.0,-57.0,0.0,1.0,b'female'
b'06',b'07',b'07',1.0,41.0,2.8,0.33,68.0,0.47,1.0,4.0,-61.0,0.0,4.0,b'female'
b'09',b'10',b'09',1.0,39.0,3.5,1.21,69.0,1.5,1.0,5.0,-62.0,0.0,4.0,b'female'
b'05',b'07',b'05',2.0,33.0,3.2,-0.03,69.0,0.39,1.0,3.0,-62.0,0.0,2.0,b'male'
b'06',b'07',b'06',3.0,40.0,3.5,0.15,68.0,0.42,1.0,4.0,-61.0,0.0,3.0,b'female'
b'01',b'01',b'02',3.0,36.0,3.5,-1.19,69.0,-1.38,1.0,4.0,-62.0,0.0,3.0,b'female'
b'07',b'07',b'07',3.0,37.0,3.0,0.39,63.0,0.43,1.0,3.0,-61.0,0.0,3.0,b'male'
b'09',b'08',b'09',4.0,39.0,3.7,1.09,68.0,0.61,1.0,4.0,-61.0,0.0,5.0,b'male'
b'03',b'04',b'03',3.0,38.0,2.9,-0.55,68.0,-0.44,1.0,4.0,-61.0,0.0,3.0,b'male'
b'03',b'02',b'04',1.0,36.0,3.2,-0.45,58.0,-1.13,2.0,4.0,-56.0,1.0,4.0,b'female'
b'09',b'09',b'09',3.0,41.0,3.6,1.05,61.0,0.94,1.0,3.0,-59.0,0.0,3.0,b'female'
