workclass,education,education-num,marital-status,occupation,relationship,capital-gain,capital-loss,hours-per-week,native-country,sex
Self-emp-not-inc,Bachelors,13,Widowed,Sales,Unmarried,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Craft-repair,Unmarried,0,0,50,United-States,Male
Private,HS-grad,9,Never-married,Sales,Unmarried,0,0,20,United-States,Male
Self-emp-not-inc,Bachelors,13,Never-married,Sales,Unmarried,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,Male
Private,Assoc-voc,11,Never-married,Other-service,Own-child,0,0,40,United-States,Male
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,15024,0,43,United-States,Male
Private,HS-grad,9,Divorced,Sales,Not-in-family,4687,0,50,United-States,Female
Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,0,0,66,France,Male
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,20,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,20,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,48,Philippines,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,42,United-States,Male
Private,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,0,0,35,United-States,Male
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,0,1564,50,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,0,0,25,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,7298,0,44,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,7298,0,32,United-States,Male
Self-emp-not-inc,HS-grad,9,Widowed,Prof-specialty,Unmarried,0,0,16,United-States,Female
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,38,United-States,Female
Private,9th,5,Divorced,Craft-repair,Not-in-family,0,0,40,United-States,Male
Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,60,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,1740,50,United-States,Male
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,Male
Local-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,0,0,50,United-States,Female
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,8,United-States,Female
Private,Some-college,10,Married-civ-spouse,Other-service,Wife,0,0,60,United-States,Female
Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,0,0,40,Philippines,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Sales,Not-in-family,0,0,33,United-States,Female
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,1977,20,United-States,Female
State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,0,0,45,United-States,Male
Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,0,0,40,United-States,Female
Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,Male
Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,0,0,50,South,Male
Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,0,0,44,United-States,Male
Private,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,0,0,40,Columbia,Female
State-gov,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,4787,0,44,United-States,Female
Private,Some-college,10,Divorced,Adm-clerical,Unmarried,0,0,35,United-States,Female
State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Private,11th,7,Divorced,Craft-repair,Own-child,0,0,40,United-States,Male
Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,7298,0,60,United-States,Male
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,50,United-States,Male
Private,9th,5,Never-married,Other-service,Unmarried,0,0,40,United-States,Female
Private,Some-college,10,Divorced,Prof-specialty,Own-child,0,0,40,United-States,Female
Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Tech-support,Not-in-family,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,0,0,30,United-States,Female
State-gov,Some-college,10,Never-married,Exec-managerial,Unmarried,0,0,40,United-States,Female
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,3674,0,40,United-States,Female
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Never-married,Exec-managerial,Own-child,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,1340,42,United-States,Female
Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,0,0,38,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,0,1628,45,United-States,Female
State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,7688,0,60,India,Male
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,35,United-States,Male
Local-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Never-married,Sales,Unmarried,0,0,25,United-States,Male
Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,0,1887,50,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,0,0,40,Laos,Female
Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
Private,Some-college,10,Separated,Exec-managerial,Unmarried,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,0,1902,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,48,United-States,Male
Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,0,0,45,England,Male
Private,Bachelors,13,Never-married,Sales,Own-child,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,0,0,40,United-States,Female
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,70,United-States,Male
Private,HS-grad,9,Married-spouse-absent,Exec-managerial,Not-in-family,0,0,45,United-States,Male
Private,Some-college,10,Never-married,Other-service,Not-in-family,0,0,40,United-States,Male
Private,Some-college,10,Never-married,Craft-repair,Own-child,0,0,40,United-States,Male
Federal-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Divorced,Tech-support,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Tech-support,Not-in-family,0,0,40,United-States,Male
Private,Bachelors,13,Never-married,Tech-support,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Divorced,Craft-repair,Own-child,0,0,40,United-States,Male
State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,0,0,45,United-States,Male
Private,Masters,14,Widowed,Sales,Not-in-family,0,0,27,United-States,Female
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,1887,50,India,Male
Federal-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,16,United-States,Female
Private,HS-grad,9,Never-married,Sales,Own-child,0,0,38,United-States,Male
Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,20,United-States,Female
Self-emp-not-inc,9th,5,Married-civ-spouse,Sales,Husband,0,0,58,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,45,United-States,Male
Private,Bachelors,13,Never-married,Handlers-cleaners,Unmarried,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Sales,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Other-relative,0,0,50,Ecuador,Male
Private,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,0,0,52,United-States,Male
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,15024,0,40,United-States,Male
Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Female
Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,15,United-States,Male
Private,Bachelors,13,Widowed,Prof-specialty,Unmarried,0,0,32,United-States,Female
Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,Italy,Male
Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,0,0,40,Philippines,Female
Local-gov,10th,6,Never-married,Farming-fishing,Unmarried,0,0,35,United-States,Male
Self-emp-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,7688,0,44,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,0,0,50,United-States,Male
Private,11th,7,Never-married,Machine-op-inspct,Unmarried,0,0,15,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Some-college,10,Widowed,Other-service,Other-relative,0,0,45,Haiti,Female
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Own-child,0,0,35,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,0,0,50,United-States,Female
Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,6418,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,3,United-States,Male
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,0,0,35,United-States,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,0,0,30,United-States,Male
Private,Some-college,10,Never-married,Adm-clerical,Own-child,0,0,36,United-States,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,Male
Local-gov,HS-grad,9,Never-married,Adm-clerical,Other-relative,0,0,20,United-States,Male
Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,0,0,30,United-States,Male
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,0,0,55,United-States,Female
Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,0,1741,40,United-States,Female
Private,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,7688,0,39,United-States,Male
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Male
Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,0,0,40,United-States,Female
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,0,0,55,United-States,Male
Private,Some-college,10,Separated,Adm-clerical,Unmarried,0,0,50,United-States,Female
Private,HS-grad,9,Never-married,Other-service,Not-in-family,0,0,30,United-States,Male
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,0,0,40,United-States,Male
Private,Assoc-acdm,12,Separated,Adm-clerical,Unmarried,0,0,40,United-States,Female
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,0,2377,50,United-States,Male
Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Husband,0,0,40,Philippines,Male
Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,0,0,38,United-States,Female
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,42,United-States,Male
Private,Some-college,10,Never-married,Transport-moving,Own-child,0,0,17,United-States,Female
Private,10th,6,Never-married,Prof-specialty,Not-in-family,0,0,40,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,0,0,40,United-States,Female
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,0,1579,60,United-States,Male
Private,Bachelors,13,Never-married,Other-service,Not-in-family,0,0,25,United-States,Female
Private,HS-grad,9,Never-married,Other-service,Other-relative,0,0,40,Mexico,Male
Private,Some-college,10,Never-married,Craft-repair,Unmarried,0,0,37,Taiwan,Male
Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,45,United-States,Male
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,0,0,20,United-States,Male
Private,Some-college,10,Never-married,Transport-moving,Not-in-family,0,0,55,United-States,Male
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,7688,0,45,United-States,Male
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,3103,0,40,United-States,Male
State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,0,0,40,United-States,Female
Private,11th,7,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Private,Assoc-voc,11,Never-married,Adm-clerical,Unmarried,0,0,35,United-States,Female
Private,11th,7,Never-married,Handlers-cleaners,Own-child,0,0,30,United-States,Male
Private,11th,7,Never-married,Machine-op-inspct,Unmarried,0,0,40,United-States,Female
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,0,0,20,United-States,Male
Private,Some-college,10,Married-civ-spouse,Craft-repair,Wife,9386,0,40,United-States,Female
State-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,0,0,40,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,0,0,55,United-States,Male
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,35,United-States,Male
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,0,0,40,Germany,Female
Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,0,0,16,United-States,Male
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,7298,0,42,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,50,United-States,Male
Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,0,0,40,United-States,Male
Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,0,0,50,United-States,Female
Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,3103,0,45,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,0,0,55,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,7298,0,40,United-States,Female
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,0,0,20,United-States,Male
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,0,0,50,United-States,Male
Private,Some-college,10,Divorced,Tech-support,Not-in-family,0,0,30,Guatemala,Male
Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,0,0,50,United-States,Female
Private,11th,7,Never-married,Sales,Own-child,0,0,20,United-States,Male
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,0,0,25,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,45,United-States,Male
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,0,0,50,United-States,Male
Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,0,0,40,United-States,Male
Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,0,0,40,United-States,Male
Self-emp-not-inc,Some-college,10,Separated,Sales,Unmarried,0,0,50,United-States,Female
Private,7th-8th,4,Never-married,Priv-house-serv,Own-child,0,0,32,El-Salvador,Female
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,0,0,25,United-States,Female
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,0,0,60,United-States,Male
Private,Some-college,10,Never-married,Priv-house-serv,Not-in-family,0,0,40,United-States,Female
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,0,0,35,Mexico,Male
Private,12th,8,Never-married,Other-service,Not-in-family,0,0,40,United-States,Male
Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,0,0,50,United-States,Male
